hrs_Studied,prev_score,sleep,sample_practiced,extra_Curr,Result,
2,58,9,7,No,37,
5,93,5,1,No,77,
5,87,6,3,Yes,73,
2,74,5,1,Yes,46,
5,71,4,5,Yes,54,
4,86,7,3,No,70,
1,85,4,6,No,60,
3,86,4,1,Yes,67,
1,85,8,8,No,58,
5,78,7,4,Yes,63,
4,96,8,0,Yes,83,
7,74,5,2,Yes,64,
5,69,9,3,Yes,57,
4,56,5,2,Yes,45,
2,81,7,5,Yes,61,
4,86,6,5,No,68,
2,68,5,9,No,45,
8,45,4,6,No,39,
3,99,7,8,Yes,77,
9,56,7,9,Yes,55,
4,56,5,8,Yes,38,
6,53,5,6,No,40,
5,63,8,0,Yes,49,
1,96,8,2,No,74,
9,89,4,4,Yes,86,
1,96,7,9,No,72,
8,76,6,5,Yes,72,
9,79,6,5,Yes,77,
9,78,7,4,No,76,
1,94,4,5,No,67,
2,71,8,8,No,52,
1,75,8,0,Yes,52,
2,89,8,0,No,67,
8,76,6,8,No,66,
5,87,6,7,Yes,74,
7,53,4,8,Yes,40,
2,66,6,6,No,44,
8,98,5,9,Yes,97,
6,58,6,5,No,48,
8,70,8,8,No,65,
1,85,4,1,No,57,
1,48,7,3,Yes,19,
7,77,7,1,No,68,
8,56,4,5,No,48,
3,58,5,0,Yes,34,
5,83,7,6,No,67,
1,43,8,6,No,15,
7,87,7,6,No,83,
5,96,7,3,Yes,83,
8,50,8,7,No,46,
8,61,6,4,Yes,57,
9,43,5,1,Yes,42,
7,56,8,4,No,51,
1,47,8,9,No,24,
3,85,9,8,Yes,64,
8,98,4,9,No,94,
3,73,5,0,No,50,
8,50,6,1,Yes,41,
1,70,9,9,No,45,
5,50,8,7,No,37,
4,95,9,4,Yes,75,
5,93,6,8,No,80,
8,95,9,5,Yes,94,
4,77,9,7,Yes,62,
4,92,9,0,No,73,
3,60,8,8,Yes,43,
7,85,8,8,No,78,
3,69,4,2,No,51,
3,49,7,0,Yes,24,
5,65,5,7,Yes,46,
5,66,4,7,Yes,51,
6,47,6,8,Yes,35,
8,78,9,5,Yes,75,
6,47,8,8,Yes,38,
1,99,9,9,No,79,
8,47,8,8,No,42,
8,94,5,3,Yes,89,
9,73,4,4,No,66,
9,98,4,5,Yes,100,
2,55,6,5,Yes,34,
2,80,4,9,No,59,
3,52,4,1,No,28,
1,62,7,3,Yes,39,
4,51,5,8,Yes,36,
4,66,9,6,Yes,52,
9,61,4,8,No,57,
9,71,6,5,Yes,66,
9,96,9,6,Yes,95,
7,88,8,8,No,79,
2,66,4,3,No,42,
5,41,4,8,No,23,
4,84,9,2,Yes,67,
8,72,8,7,Yes,64,
2,65,7,2,No,43,
6,67,5,2,Yes,56,
5,58,7,2,Yes,43,
2,82,6,8,No,55,
1,44,9,9,No,16,
8,72,4,2,Yes,65,
2,59,7,5,No,38,
7,69,5,3,No,57,
9,84,6,1,Yes,83,
9,47,7,2,Yes,47,
8,77,4,4,Yes,71,
9,56,5,9,Yes,56,
2,83,4,3,Yes,57,
6,40,4,4,Yes,23,
4,42,6,0,No,27,
4,85,5,3,No,65,
5,65,8,9,No,54,
3,70,4,2,Yes,50,
1,47,5,1,Yes,23,
8,82,4,6,Yes,77,
5,98,7,9,Yes,83,
3,85,7,8,Yes,66,
7,47,5,0,No,38,
7,74,6,6,Yes,65,
1,78,8,0,No,54,
9,67,7,4,Yes,65,
2,90,6,0,No,68,
5,43,8,2,No,31,
5,96,7,7,No,83,
8,55,8,3,No,49,
8,52,9,0,No,45,
7,59,4,0,No,46,
7,90,5,7,No,85,
6,44,7,7,Yes,33,
6,94,7,3,Yes,83,
9,76,4,3,No,71,
6,59,7,9,Yes,49,
2,63,7,1,Yes,39,
2,75,9,1,No,51,
5,73,7,5,Yes,57,
4,97,7,7,No,81,
2,84,7,6,Yes,65,
3,87,6,6,No,66,
7,93,7,2,Yes,86,
8,73,4,1,No,66,
6,58,9,9,Yes,50,
5,56,7,6,Yes,46,
1,44,8,3,Yes,20,
8,64,9,0,No,58,
3,57,9,0,No,38,
6,99,8,3,Yes,91,
3,94,4,4,Yes,77,
7,92,6,4,No,83,
7,89,4,0,Yes,79,
9,47,6,2,Yes,50,
5,66,5,5,No,51,
8,54,8,9,No,49,
8,84,9,6,Yes,79,
1,52,9,0,No,26,
5,55,9,7,Yes,42,
3,61,8,3,Yes,42,
1,59,8,8,No,35,
4,52,6,5,Yes,31,
8,59,9,0,No,50,
3,41,4,1,No,18,
2,74,6,2,Yes,50,
9,86,9,1,No,82,
5,94,8,9,Yes,78,
7,58,8,6,No,53,
2,84,8,0,Yes,65,
9,76,9,8,No,76,
9,97,8,1,Yes,94,
4,93,5,3,Yes,79,
4,45,8,7,No,27,
6,53,9,2,Yes,43,
6,43,6,8,Yes,30,
1,61,8,6,Yes,37,
9,90,7,9,Yes,90,
2,94,5,2,Yes,68,
5,78,9,2,Yes,64,
9,75,8,4,No,73,
4,73,7,4,No,53,
3,66,9,9,No,46,
7,46,6,4,No,37,
6,42,5,8,Yes,29,
8,86,8,8,Yes,80,
3,72,6,5,No,52,
5,41,9,6,Yes,29,
4,81,7,9,No,70,
4,55,9,7,Yes,40,
4,64,9,8,Yes,49,
8,99,5,5,No,92,
6,54,8,7,Yes,46,
3,63,6,1,No,42,
5,54,5,9,No,41,
6,70,7,7,No,60,
5,53,8,1,Yes,41,
6,93,5,7,Yes,83,
8,53,7,1,No,43,
7,45,7,2,Yes,36,
5,53,6,6,No,38,
6,56,9,8,No,47,
4,57,7,2,Yes,40,
9,59,7,4,No,59,
4,90,9,8,Yes,76,
1,56,4,6,Yes,31,
7,55,7,1,Yes,44,
7,79,8,4,No,71,
4,78,5,4,No,59,
3,91,9,8,Yes,69,
8,71,9,1,Yes,63,
5,99,9,0,No,87,
7,83,8,3,Yes,77,
4,48,9,3,Yes,31,
4,66,8,0,No,47,
8,85,6,9,No,78,
8,91,4,6,No,86,
2,72,9,1,Yes,48,
2,49,4,8,No,24,
3,56,9,6,No,39,
3,88,8,6,No,71,
1,88,5,0,No,60,
3,75,4,8,No,54,
6,56,4,9,No,45,
8,57,8,8,No,51,
6,91,4,1,Yes,78,
5,62,6,9,No,48,
4,73,8,8,Yes,59,
3,47,4,1,Yes,28,
4,52,4,1,No,35,
7,62,4,7,Yes,55,
1,96,8,2,No,69,
7,93,5,2,Yes,87,
1,59,7,6,No,32,
2,61,9,9,Yes,37,
4,86,4,5,No,66,
1,91,7,6,No,66,
9,62,7,5,Yes,56,
6,80,4,8,Yes,70,
1,74,4,1,No,48,
1,42,9,7,Yes,17,
6,73,7,5,No,59,
4,72,5,3,Yes,56,
4,85,7,5,No,66,
6,56,5,5,Yes,41,
7,84,6,9,No,76,
9,58,5,2,Yes,54,
5,69,9,7,No,57,
9,62,8,4,Yes,62,
4,54,4,9,No,38,
2,98,6,3,Yes,73,
3,96,7,1,Yes,72,
1,53,5,9,No,28,
6,41,6,0,Yes,28,
6,78,8,6,Yes,67,
1,88,5,9,No,62,
3,57,9,2,No,36,
5,45,7,2,No,33,
3,98,7,2,No,74,
3,71,5,9,Yes,52,
3,60,8,2,Yes,38,
5,79,4,1,Yes,62,
5,67,4,5,No,50,
4,66,7,9,Yes,48,
1,41,8,2,Yes,15,
5,72,7,0,No,51,
5,55,4,9,Yes,37,
4,78,7,8,Yes,59,
6,61,5,5,No,46,
4,95,9,5,Yes,78,
7,82,5,9,No,74,
7,86,9,8,No,78,
2,52,8,1,Yes,27,
3,95,4,9,Yes,74,
1,41,8,8,Yes,15,
8,53,8,2,No,46,
9,95,4,2,No,90,
4,77,6,2,Yes,58,
6,80,6,0,Yes,65,
9,67,7,9,No,65,
6,46,6,6,Yes,36,
9,57,5,9,Yes,52,
4,95,9,6,No,79,
8,80,8,1,Yes,74,
9,94,7,5,Yes,93,
4,75,8,3,Yes,57,
5,80,4,6,Yes,65,
8,75,6,6,No,69,
6,83,4,3,No,71,
7,43,7,2,No,31,
3,96,9,6,No,78,
7,69,5,8,Yes,60,
8,63,6,3,Yes,58,
6,59,4,5,Yes,46,
9,85,9,6,Yes,87,
6,95,6,9,No,81,
9,70,8,2,Yes,69,
4,63,5,4,Yes,46,
8,46,9,0,No,41,
4,65,6,5,No,50,
2,52,5,4,No,24,
9,93,9,6,Yes,97,
5,47,8,8,No,35,
4,94,8,3,Yes,82,
2,44,4,8,Yes,24,
1,83,7,5,No,59,
7,52,4,4,No,42,
6,68,5,1,No,56,
2,59,4,0,Yes,30,
8,53,9,7,Yes,49,
4,71,6,5,Yes,56,
8,99,9,6,No,98,
7,89,4,5,Yes,79,
5,66,7,9,Yes,54,
8,95,9,6,Yes,93,
9,64,9,8,Yes,63,
5,91,9,4,No,76,
5,43,7,0,Yes,27,
2,60,9,0,No,35,
5,57,5,8,No,39,
3,78,8,4,Yes,59,
7,54,7,1,Yes,50,
5,92,5,2,No,77,
8,77,7,0,Yes,70,
1,87,7,5,No,62,
3,91,8,5,Yes,71,
3,63,6,2,Yes,39,
9,47,5,2,No,41,
5,67,7,6,Yes,51,
9,60,7,0,No,52,
9,55,4,4,No,49,
1,99,9,2,Yes,76,
2,93,6,4,No,71,
5,55,8,3,Yes,42,
4,74,5,5,Yes,60,
9,56,7,8,Yes,53,
7,48,9,1,No,40,
6,96,5,9,Yes,85,
7,74,8,7,Yes,70,
1,91,6,1,No,63,
1,68,4,3,No,42,
8,78,6,8,No,73,
2,57,4,3,No,35,
9,51,5,6,Yes,48,
7,58,6,4,Yes,49,
6,87,6,1,Yes,75,
1,61,6,7,Yes,35,
1,98,8,9,No,70,
2,95,5,9,No,71,
6,88,4,1,Yes,74,
6,91,6,2,No,77,
2,54,5,9,No,30,
1,40,9,6,No,13,
5,41,8,4,No,26,
5,47,8,9,No,35,
2,61,9,2,Yes,40,
6,64,5,1,Yes,55,
9,41,4,5,No,37,
2,90,5,9,No,64,
2,48,5,0,Yes,23,
3,48,7,7,Yes,27,
7,52,8,4,No,42,
6,45,4,4,No,34,
8,69,7,1,No,63,
8,54,9,6,Yes,50,
6,90,5,4,No,75,
3,92,9,7,No,74,
3,54,8,4,No,39,
1,89,7,8,No,63,
7,46,7,4,No,36,
5,97,4,2,No,84,
4,50,5,1,No,30,
4,79,4,4,No,60,
4,77,7,9,Yes,61,
6,79,7,9,Yes,70,
8,41,4,4,Yes,32,
8,90,7,5,No,87,
5,87,6,1,Yes,72,
6,78,8,4,Yes,68,
4,49,5,0,Yes,29,
9,83,8,2,Yes,78,
8,56,5,2,Yes,45,
1,46,7,2,No,20,
2,93,4,2,Yes,66,
9,79,4,7,No,77,
8,78,7,0,No,72,
3,43,5,5,Yes,26,
8,74,7,5,No,67,
1,90,5,0,Yes,67,
4,86,7,0,No,68,
3,75,7,2,No,56,
6,70,7,7,Yes,61,
7,64,4,5,No,50,
4,80,5,3,No,68,
7,52,9,4,No,47,
9,57,7,9,No,56,
2,60,8,2,No,40,
3,87,8,5,No,68,
5,40,4,5,No,26,
3,75,6,5,No,55,
8,89,9,8,Yes,84,
8,47,4,9,No,40,
8,91,6,7,Yes,85,
9,87,4,5,Yes,85,
4,60,8,1,No,40,
5,82,7,3,No,68,
5,91,5,5,Yes,74,
8,92,7,8,Yes,90,
7,92,8,1,Yes,82,
9,60,5,5,No,57,
8,66,6,9,No,61,
2,58,6,9,No,38,
4,62,8,9,Yes,46,
6,90,5,6,No,80,
2,89,7,7,No,67,
7,90,8,8,No,84,
3,82,6,4,No,58,
3,74,8,8,Yes,55,
2,79,7,8,No,57,
8,91,4,6,No,87,
6,90,9,1,Yes,80,
1,81,9,7,No,54,
1,87,9,4,Yes,64,
7,44,4,7,Yes,33,
8,91,7,1,No,83,
5,80,5,6,Yes,66,
5,47,8,4,No,33,
4,50,7,3,Yes,31,
6,55,4,9,Yes,40,
6,78,6,5,No,66,
3,86,9,4,Yes,67,
9,63,9,5,No,64,
7,60,7,8,No,52,
1,91,9,0,No,68,
7,62,9,0,No,58,
5,88,7,5,Yes,72,
5,77,7,1,No,65,
2,86,4,7,Yes,65,
4,47,4,6,No,24,
6,46,9,5,Yes,35,
7,41,7,3,Yes,34,
5,69,7,8,Yes,57,
9,52,9,6,Yes,54,
3,62,5,6,No,42,
1,68,6,4,No,39,
4,77,8,0,Yes,62,
9,76,8,1,Yes,71,
4,59,9,7,No,42,
2,72,8,4,Yes,52,
5,68,4,1,Yes,54,
3,89,4,4,No,68,
9,54,5,7,Yes,50,
4,62,9,3,Yes,46,
6,81,4,2,No,68,
2,42,9,4,Yes,19,
6,76,9,6,No,68,
3,95,7,1,No,74,
9,68,6,0,No,63,
2,84,6,4,No,60,
9,47,9,6,Yes,47,
5,61,6,7,No,47,
8,92,6,7,No,87,
2,68,8,9,Yes,45,
6,41,8,8,No,31,
3,80,7,0,Yes,61,
5,88,5,6,No,73,
8,98,4,9,No,92,
1,89,4,7,No,65,
5,84,8,5,No,69,
3,40,9,9,Yes,20,
4,83,6,3,Yes,66,
2,59,7,6,Yes,38,
9,91,5,2,No,81,
3,60,8,1,No,39,
2,76,9,5,No,53,
9,47,7,1,Yes,44,
7,66,9,5,No,58,
6,86,7,9,Yes,79,
1,98,8,2,Yes,75,
5,74,7,1,Yes,59,
3,45,6,7,No,23,
1,99,7,3,No,74,
4,84,5,3,No,65,
2,83,7,6,No,60,
2,58,4,7,Yes,32,
3,57,7,8,Yes,38,
8,95,9,9,No,91,
8,40,8,7,No,34,
7,64,4,3,No,46,
6,66,8,1,Yes,55,
9,46,9,9,No,43,
4,83,5,4,Yes,67,
1,81,6,6,Yes,56,
8,68,5,1,Yes,58,
7,70,4,3,Yes,60,
7,83,9,5,Yes,77,
3,82,9,7,Yes,69,
4,75,6,9,Yes,60,
9,58,7,5,No,52,
6,45,4,5,No,36,
5,64,6,5,No,49,
3,70,8,3,Yes,50,
9,48,6,2,Yes,48,
5,59,8,0,No,43,
5,49,8,1,Yes,34,
4,76,9,1,Yes,57,
4,66,6,9,Yes,50,
1,52,9,6,Yes,28,
7,80,9,5,Yes,72,
9,41,5,7,Yes,38,
3,89,5,8,Yes,68,
2,60,9,4,Yes,41,
3,72,9,2,Yes,53,
1,63,8,3,Yes,36,
6,92,9,7,Yes,80,
7,83,4,2,Yes,73,
2,81,6,1,No,59,
8,73,4,6,Yes,67,
6,99,5,3,Yes,91,
4,48,4,7,No,34,
5,41,7,0,No,23,
8,94,7,7,No,86,
3,95,5,4,Yes,73,
3,69,4,1,Yes,49,
4,61,6,0,No,43,
1,85,5,5,No,61,
9,50,7,8,No,45,
8,94,5,8,Yes,85,
8,82,4,8,Yes,75,
6,56,4,3,No,44,
7,75,4,5,Yes,66,
6,52,8,9,Yes,45,
9,46,4,5,No,40,
3,55,9,4,No,38,
3,72,7,1,No,50,
3,84,7,6,Yes,67,
3,40,8,0,Yes,21,
9,50,7,5,Yes,51,
4,45,7,4,Yes,25,
7,59,5,4,Yes,53,
9,74,4,7,No,71,
7,83,9,8,Yes,77,
9,76,9,6,Yes,75,
3,80,5,9,No,60,
4,65,9,7,No,49,
8,97,5,1,No,87,
6,51,9,1,No,40,
5,69,7,7,Yes,56,
4,67,6,5,Yes,49,
8,66,4,7,No,59,
1,81,6,8,Yes,59,
9,58,7,8,No,54,
1,44,8,5,Yes,17,
8,97,5,7,Yes,90,
4,44,9,1,Yes,23,
9,80,9,7,No,82,
5,66,7,2,No,49,
3,67,9,0,Yes,50,
9,65,7,6,Yes,60,
9,66,6,0,No,60,
4,91,8,0,No,74,
4,88,5,0,Yes,71,
8,81,9,3,Yes,77,
2,60,8,3,No,34,
9,40,8,9,Yes,39,
6,93,8,5,No,85,
9,67,4,9,No,64,
8,87,8,2,Yes,87,
7,97,7,9,Yes,91,
1,97,4,5,Yes,73,
3,54,4,6,No,34,
2,94,8,0,No,70,
5,56,9,5,No,42,
5,65,9,9,Yes,55,
5,59,9,0,Yes,45,
4,64,9,6,No,49,
5,52,7,9,No,37,
3,72,9,4,Yes,55,
1,64,5,9,No,38,
5,47,8,3,Yes,35,
9,44,4,0,Yes,41,
9,45,5,8,No,43,
4,62,9,6,No,46,
3,91,5,1,No,69,
1,69,4,3,No,37,
2,53,9,3,No,31,
8,93,5,7,Yes,90,
1,62,7,1,No,33,
8,50,7,4,Yes,44,
7,70,8,9,No,62,
8,45,8,7,No,41,
6,50,5,5,No,38,
9,52,4,3,No,45,
3,51,7,4,No,34,
4,93,6,1,No,72,
6,41,8,4,Yes,29,
8,92,7,2,No,83,
5,74,9,2,No,61,
3,94,5,6,No,75,
6,75,7,2,No,63,
4,56,7,3,Yes,36,
9,67,5,6,Yes,62,
3,67,8,2,Yes,49,
4,61,8,9,Yes,46,
7,77,6,9,Yes,69,
7,46,6,1,Yes,35,
4,54,8,9,No,38,
6,71,8,6,No,62,
3,50,8,4,Yes,30,
6,63,8,0,No,52,
2,42,7,9,No,16,
8,69,6,7,No,66,
2,45,5,2,No,20,
7,97,4,6,No,86,
9,41,5,5,Yes,38,
1,53,9,9,Yes,30,
8,80,4,5,Yes,71,
7,57,7,7,Yes,49,
6,90,9,3,Yes,79,
6,83,6,3,Yes,69,
6,70,4,2,No,56,
9,52,8,0,Yes,47,
2,65,9,9,No,41,
1,83,7,2,No,58,
6,51,4,0,Yes,38,
8,57,8,5,Yes,52,
3,48,9,7,Yes,25,
1,88,7,2,No,62,
9,60,9,3,Yes,60,
1,87,4,4,Yes,63,
3,88,8,6,Yes,72,
8,92,6,5,No,84,
3,95,7,1,Yes,74,
4,79,4,6,Yes,61,
8,82,8,7,No,77,
1,63,6,0,No,36,
6,73,9,5,No,65,
1,47,8,8,Yes,23,
1,83,6,6,Yes,60,
8,92,4,4,No,83,
4,72,8,9,Yes,56,
1,62,8,9,No,37,
7,52,5,8,No,43,
5,93,7,1,No,76,
5,92,8,6,No,83,
1,88,6,8,No,63,
6,53,7,1,Yes,39,
9,53,4,9,Yes,48,
9,55,7,5,Yes,53,
8,88,5,8,Yes,84,
5,77,4,2,No,63,
1,97,8,7,Yes,73,
9,99,9,4,No,99,
1,78,4,6,No,52,
8,65,4,2,Yes,58,
5,65,5,7,Yes,50,
3,40,6,1,No,18,
7,71,4,7,Yes,62,
7,96,6,1,Yes,87,
9,54,7,6,Yes,53,
7,91,9,1,Yes,87,
3,60,5,6,No,37,
1,57,8,0,No,31,
8,69,4,5,Yes,63,
3,99,9,9,No,81,
8,97,9,6,No,95,
8,52,6,3,Yes,45,
5,63,4,0,Yes,48,
1,69,9,5,No,47,
7,41,5,3,No,31,
5,58,8,2,No,43,
8,86,7,3,Yes,82,
9,83,7,5,No,80,
7,86,6,4,No,76,
7,64,9,1,Yes,57,
1,89,7,1,No,64,
4,53,6,2,Yes,35,
2,45,8,5,Yes,24,
2,51,4,0,No,30,
2,59,5,6,Yes,38,
4,62,8,7,Yes,45,
1,69,8,6,No,44,
4,69,7,2,Yes,53,
2,77,7,5,No,53,
5,97,5,3,Yes,84,
3,69,4,4,Yes,47,
8,80,8,2,No,76,
4,69,9,4,No,57,
1,96,7,5,No,71,
1,97,8,7,Yes,74,
3,75,4,5,No,54,
9,88,6,8,Yes,84,
7,73,4,9,No,62,
2,55,8,9,Yes,35,
9,63,8,9,No,62,
2,53,5,9,Yes,30,
3,65,8,3,No,47,
2,47,7,1,Yes,25,
3,53,9,8,Yes,40,
6,70,5,2,Yes,56,
9,41,8,6,Yes,38,
9,87,4,3,No,86,
7,43,8,0,Yes,38,
3,40,4,7,No,17,
4,94,4,3,Yes,75,
6,59,8,5,No,48,
5,98,4,6,Yes,87,
2,53,9,7,Yes,32,
6,79,6,9,No,68,
3,64,5,1,No,42,
8,99,8,8,Yes,96,
2,64,6,9,No,42,
1,42,4,2,No,18,
9,44,4,0,No,41,
3,77,5,1,Yes,54,
1,93,6,7,No,67,
7,65,6,9,Yes,57,
5,79,8,5,No,65,
5,77,4,0,No,62,
1,77,7,8,Yes,56,
9,43,8,6,No,39,
7,46,8,9,No,38,
8,69,8,2,No,65,
9,69,5,6,No,68,
6,95,5,5,No,82,
5,58,8,2,No,44,
6,78,9,7,No,67,
2,74,7,0,Yes,53,
4,79,6,4,Yes,61,
3,72,6,7,Yes,53,
7,72,4,2,Yes,61,
9,53,6,9,Yes,49,
5,77,6,5,No,61,
6,49,7,9,Yes,38,
2,96,6,1,Yes,76,
3,67,7,8,No,47,
3,53,5,1,Yes,32,
9,75,7,4,No,71,
7,77,5,2,No,69,
8,55,7,9,Yes,53,
9,99,8,8,Yes,100,
6,60,9,8,No,49,
4,67,5,6,No,48,
1,72,5,9,Yes,45,
8,45,6,4,No,40,
7,80,5,8,Yes,71,
2,54,7,6,Yes,34,
8,83,8,1,Yes,76,
5,42,8,9,Yes,29,
7,82,6,0,No,71,
4,86,7,9,No,69,
5,74,7,9,Yes,58,
8,53,4,3,Yes,43,
1,41,5,9,No,17,
1,68,6,7,No,41,
4,43,8,5,No,27,
3,65,9,1,No,45,
2,90,4,4,No,65,
3,51,7,8,Yes,31,
1,41,5,5,Yes,14,
1,56,8,5,Yes,33,
6,74,4,6,Yes,60,
5,49,7,4,No,34,
8,87,8,2,No,82,
2,61,8,2,Yes,40,
4,80,7,4,Yes,66,
8,82,7,3,No,76,
6,60,6,4,Yes,46,
1,54,8,8,Yes,31,
4,74,7,4,No,57,
1,87,9,3,No,65,
2,60,9,3,No,38,
5,60,4,0,Yes,46,
8,60,5,9,No,53,
8,99,9,3,No,97,
3,83,6,3,Yes,63,
4,71,7,8,No,55,
6,94,5,3,Yes,79,
3,44,6,6,Yes,26,
2,78,8,0,Yes,55,
6,48,5,6,Yes,37,
5,92,9,1,No,78,
5,57,6,7,Yes,45,
5,60,7,0,No,45,
5,47,7,9,No,34,
3,83,6,2,No,66,
7,91,8,7,No,79,
6,73,9,9,No,63,
4,49,6,7,Yes,32,
2,90,4,4,No,64,
9,80,6,4,Yes,78,
1,96,6,7,Yes,69,
4,63,9,9,Yes,46,
1,79,7,4,No,54,
6,63,8,8,No,51,
4,95,6,0,No,78,
5,71,5,4,No,54,
5,95,7,2,Yes,80,
9,72,7,2,No,67,
1,77,6,1,No,48,
2,83,9,2,Yes,61,
6,96,5,6,Yes,83,
5,95,6,7,Yes,82,
7,90,5,7,Yes,78,
3,98,7,7,Yes,78,
3,88,5,0,Yes,70,
2,73,6,6,Yes,48,
3,50,4,1,No,26,
1,70,4,9,No,46,
5,57,5,3,Yes,42,
5,62,9,4,Yes,46,
7,99,6,0,No,91,
4,61,8,3,Yes,47,
3,82,4,3,Yes,61,
1,57,7,8,Yes,31,
8,79,6,8,Yes,71,
3,86,6,9,Yes,66,
2,80,4,0,No,52,
4,86,8,7,Yes,71,
3,78,7,3,Yes,60,
1,59,8,3,Yes,32,
3,52,7,4,No,33,
2,84,4,1,No,56,
8,40,6,0,Yes,32,
6,91,7,4,Yes,76,
9,43,6,6,Yes,40,
8,63,5,9,Yes,60,
3,75,5,8,No,54,
5,75,4,1,No,59,
7,84,4,7,Yes,74,
5,41,9,6,Yes,29,
8,67,4,1,No,61,
5,65,5,4,No,50,
1,62,7,6,Yes,36,
5,54,8,2,Yes,41,
4,75,4,1,Yes,60,
6,66,8,5,No,56,
3,45,8,9,No,23,
5,74,5,5,No,63,
2,78,9,3,No,54,
6,77,7,0,Yes,64,
6,74,5,4,No,64,
5,75,4,0,No,58,
6,49,5,7,No,38,
7,69,5,1,Yes,60,
5,92,5,8,No,79,
1,80,4,8,No,57,
8,77,4,2,No,69,
4,68,5,5,Yes,51,
9,91,5,8,No,86,
6,98,8,6,Yes,90,
1,82,7,3,Yes,57,
3,78,8,2,No,61,
3,89,9,1,Yes,71,
4,43,7,9,No,30,
6,44,9,9,Yes,34,
7,43,7,0,Yes,34,
4,75,5,9,No,58,
6,98,8,0,No,85,
1,84,7,3,Yes,55,
8,55,9,3,Yes,51,
7,64,7,8,Yes,53,
9,53,4,9,Yes,51,
3,50,7,0,No,31,
2,68,5,3,Yes,44,
1,73,6,2,Yes,48,
3,61,4,8,No,41,
5,53,6,4,Yes,40,
2,95,5,8,No,72,
3,63,6,9,No,41,
4,98,7,5,No,78,
7,78,6,8,Yes,70,
3,65,8,0,No,41,
9,82,5,3,No,78,
8,75,8,3,No,70,
4,78,6,9,Yes,61,
1,55,8,9,Yes,33,
1,97,4,5,Yes,71,
1,77,6,9,Yes,51,
1,98,9,0,No,72,
8,71,8,9,No,69,
3,45,7,4,No,21,
6,73,6,2,Yes,61,
3,95,9,0,No,76,
5,47,4,5,Yes,30,
7,69,7,2,Yes,59,
2,66,6,3,Yes,45,
6,46,7,8,No,39,
6,66,6,1,No,53,
3,64,6,0,Yes,43,
6,95,5,9,No,85,
5,85,8,5,Yes,70,
2,80,6,0,No,56,
9,54,4,0,Yes,52,
8,64,9,6,Yes,65,
3,61,8,1,Yes,39,
8,57,5,3,No,48,
9,51,8,3,No,47,
3,62,8,1,No,41,
3,90,6,5,No,72,
2,84,4,9,No,61,
8,78,6,1,Yes,74,
1,64,4,7,No,38,
8,49,4,3,Yes,42,
7,69,7,0,No,60,
7,49,6,6,No,35,
3,73,5,5,No,52,
1,85,9,5,Yes,61,
4,52,8,2,No,32,
9,93,7,9,Yes,95,
5,68,5,6,No,53,
1,77,9,5,Yes,54,
5,80,9,9,Yes,70,
8,84,6,9,Yes,78,
8,48,4,8,Yes,42,
5,52,6,2,No,33,
9,76,9,2,No,75,
1,53,6,3,Yes,26,
4,76,7,2,No,58,
3,48,5,3,Yes,29,
2,47,9,5,No,29,
8,78,7,0,No,70,
7,79,5,1,No,67,
9,93,7,9,Yes,93,
2,42,8,5,No,21,
4,94,4,5,Yes,74,
6,95,4,0,No,82,
3,86,4,5,Yes,65,
8,79,8,8,No,75,
3,72,9,7,Yes,55,
2,71,9,9,Yes,54,
3,46,8,4,Yes,26,
6,58,4,3,No,48,
2,73,4,5,Yes,49,
8,53,5,4,No,49,
1,89,5,5,Yes,64,
7,86,6,9,Yes,81,
2,85,7,2,Yes,64,
6,95,5,6,No,82,
2,96,5,7,No,74,
2,58,5,4,No,32,
8,90,5,4,No,83,
2,93,8,3,No,68,
7,98,6,9,No,90,
3,65,5,4,No,44,
8,56,9,9,Yes,51,
7,93,7,7,Yes,86,
8,67,5,4,No,62,
7,58,8,8,No,48,
6,66,9,0,No,56,
7,87,4,6,No,79,
5,91,4,4,No,74,
7,96,6,3,Yes,82,
1,58,4,2,No,32,
1,72,5,9,No,46,
9,90,8,6,No,88,
5,46,6,1,Yes,35,
5,68,9,4,Yes,56,
3,94,5,1,Yes,74,
5,82,4,6,Yes,67,
3,44,7,5,No,23,
9,69,5,9,Yes,67,
9,88,7,6,Yes,86,
6,82,9,8,Yes,70,
1,95,7,1,Yes,68,
7,97,9,8,Yes,91,
7,47,6,6,No,42,
4,81,8,1,Yes,62,
8,51,4,9,Yes,44,
6,81,4,1,Yes,67,
4,52,5,3,No,35,
4,65,4,1,No,46,
2,57,6,0,No,31,
2,81,4,5,No,59,
4,90,5,9,No,71,
5,91,4,4,No,74,
8,88,8,2,No,80,
6,59,9,0,No,49,
4,55,7,8,Yes,39,
7,76,7,7,Yes,67,
8,42,9,5,No,38,
2,66,7,5,Yes,47,
7,54,8,3,No,41,
2,97,6,1,Yes,75,
2,73,5,3,Yes,53,
8,84,8,1,No,81,
2,61,5,6,Yes,37,
9,79,6,8,No,77,
1,62,8,1,No,36,
9,98,4,8,Yes,95,
1,88,6,8,No,65,
2,43,7,7,Yes,18,
6,90,8,0,Yes,80,
6,93,6,4,No,81,
1,96,6,9,No,73,
7,80,8,3,No,74,
8,62,7,6,No,57,
2,86,9,7,No,64,
8,99,7,9,Yes,97,
9,48,6,7,No,42,
6,63,5,1,Yes,48,
5,60,9,2,No,46,
9,80,9,9,Yes,79,
9,85,6,9,Yes,83,
